LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:8e47b8,嘿claire！,hey claire!,This is a fox that's walking along the bridges on the east side of the island.,Original,BeachFoxStart
line:7e2d19,今天咋样啊？,how's the day treatin' ya?,,Original,BeachFoxStart
line:3b05a7,额,well,,Player,BeachFoxStart
line:81a9fb,我才刚刚出门,i'm just getting out\nof the house now,,Player,BeachFoxStart
line:d5b624,啊,ah,,Original,BeachFoxStart
line:ef8af4,看来今天不太行啊,it's one of those kinds of days,,Original,BeachFoxStart
line:42c449,没错...,yeah...,,Player,BeachFoxStart
line:a6f8f9,我感觉,i've been kinda,,Player,BeachFoxStart
line:977278,整个早上都迷迷糊糊的,caught up in my head all morning,,Player,BeachFoxStart
line:b18566,嗯,hmm,,Original,BeachFoxStart
line:8a30c4,你是不是说你觉得自己...,would you say you feel...,,Original,BeachFoxStart
line:f10c07,...迷失了，缺少前进的方向？,...lost and directionless?,,Original,BeachFoxStart
line:055150,额,uh,,Player,BeachFoxStart
line:031c7b,也许吧,maybe,,Player,BeachFoxStart
line:a5d39a,啊哈！,welp!,,Original,BeachFoxStart
line:f293a6,我这里正好有能帮到你的东西！,i've got just the thing for you!,,Original,BeachFoxStart
line:1c70ff,拿着这个,take this,,Original,BeachFoxStart
line:0dc524,想要使用的话,to use it,,Original,BeachFoxStart
line:344cd9,就<color=red>按下{{MenuButton}}</color>来打开\n你的背包,<color=red>press {{MenuButton}}</color> to open\nyour inventory,,Original,BeachFoxStart
line:671a7f,之后在<color=red>物品菜单</color>中选择使用,then select it from the <color=red>items menu</color>,,Original,BeachFoxStart
line:586ba8,"哦，额","oh, uh",,Player,BeachFoxStart
line:78bc2f,谢谢,thanks,,Player,BeachFoxStart
line:f67f9f,这东西应该能派上用场,this should come in handy,,Player,BeachFoxStart
line:4eb391,祝你远足愉快！,happy hiking!,,Original,BeachFoxStart
line:b848c9,等等，我该怎么用指南针来着？,how do i use my compass again?,If the player talks to them again without the compass equipped.,Player,BeachFoxStart
line:da694d,只需要<color=red>按下{{MenuButton}}</color>来\n<color=red>打开你的背包</color>,just <color=red>press {{MenuButton}}</color> to\n<color=red>open your inventory</color>,,Original,BeachFoxStart
line:1cf7a2,之后在<color=red>物品菜单</color>中\n选择使用,then select it from\nthe <color=red>items menu</color>,,Original,BeachFoxStart
line:00e277,啊好的,ah right,,Player,BeachFoxStart
line:c6adcc,谢谢！,thanks!,,Player,BeachFoxStart
line:dc7149,谢谢你借给我这个指南针,thanks for lending me the compass,If the player talks to them with the compass.,Player,BeachFoxStart
line:10a2da,当我完成旅途后我会\n把它还给你的,i'll get it back to you\nwhen i'm done my hike,,Player,BeachFoxStart
line:b883c4,"哦，算啦","oh, nah",,Original,BeachFoxStart
line:b29652,你留着就行了,just keep it,,Original,BeachFoxStart
line:062d5d,你知道有一句话是这么说的吧...,you know what they say...,,Original,BeachFoxStart
line:6bb6e1,找得着北可称得上是\n一件幸事啊！,it's good luck to know\nwhich way is north!,,Original,BeachFoxStart
line:612a85,啊,uh,,Player,BeachFoxStart
line:e1b0be,有这句话吗？,do they say that?,,Player,BeachFoxStart
line:0b1c04,"事实上，我不确定有没有","actually, i'm not sure",,Original,BeachFoxStart
line:40ba46,不过,but,,Original,BeachFoxStart
line:918947,找得着北肯定不是什么坏事！,it certainly can't be bad luck!,,Original,BeachFoxStart
line:a8b5f9,欢迎来到神鹰峰省级公园！,Welcome to Hawk Peak Provincial Park!,,Original,VisitorsCenterSignStart
line:692bdd,您可前往观景点欣赏风景\n也可沿<color=yellow>鹰峰小路</color>一路向上\n直抵全省最高点！,Enjoy a scenic trek to Outlook Point\nor follow <color=yellow>Hawk Peak Trail</color> up to the\nhighest point in the province!,,Original,VisitorsCenterSignStart
line:b1e575,"尽管整座岛因坐落其中的\n山峰而得名，","Although this island is known for\nits titular mountain peak,",,Original,VisitorsCenterSignStart
line:b107d7,但这里也有许多美丽的沙滩和\n森林等待着您的探索！,It is also home to a number of\nbeautiful beaches and forests!,,Original,VisitorsCenterSignStart
line:a83a22,您知道吗？,Did you know?,,Original,VisitorsCenterSignStart
line:fcd4a8,臭名昭著的本地美食\n'草莓吐司'\n便发端于神鹰峰哦！,The infamous local dish\n'Strawberries and Toast'\nwas invented HERE at Hawk Peak!,,Original,VisitorsCenterSignStart
line:ad24ec,请于下午五点前往此地\n品尝美味的传统佳肴！,Please join us at 5PM to\nenjoy a delicious serving\nof the historical dish!,,Original,VisitorsCenterSignStart
line:e688e0,我们的库存不多了,we're kinda low on stock,If the player tries to buy merch from the Goat Ranger.,Original,BuyMerchStart
line:a7cf46,"但实际上，这算是个好事","but that's good, actually",,Original,BuyMerchStart
line:20178a,最近这里可太忙了！,it's been a busy season!,,Original,BuyMerchStart
line:66f7eb,省级公园一定是被当成了\n网红打卡地之类的,provincial parks must be\ntrending or something,,Original,BuyMerchStart
line:33c393,很有可能！,it's possible!,,Player,BuyMerchStart
line:d29584,总之,anyway,,Original,BuyMerchStart
line:cf8544,我们这里只剩下一顶帽子了,we only have one hat left,,Original,BuyMerchStart
line:9178cb,它的价格是100硬币,it costs 100 coins,,Original,BuyMerchStart
line:158b88,我要了！,i'll take it!,Dialogue choice.,Player,BuyMerchStart
line:87ad79,"啊，还是算了","nah, i'll pass",Dialogue choice.,Player,BuyMerchStart
line:ec5216,你为什不试试呢？,why don't you try it on?,,Original,BuyMerchStart
line:c96132,"嗯，看来你的钱都花的差不多了...","hmm, you're all out of cash now...",If the player buys the hat before any feathers.,Original,BuyMerchStart
line:fb4cd6,要不我免费送你\n一根金羽毛吧！,how about I throw in a\nfree golden feather!,,Original,BuyMerchStart
line:d29351,"哦，额哈哈","oh uhhh,",If the player tries to buy the hat but can't afford it.,Original,BuyMerchStart
line:41e1d2,我觉得...,i don't think...,,Original,BuyMerchStart
line:e04b2d,你的钱好像不够,you can afford it,,Original,BuyMerchStart
line:bb012f,哦,oh,,Player,BuyMerchStart
line:a0e28c,对啊,right,,Player,BuyMerchStart
line:d1acff,好吧！,okay!,If you decline buying the hat.,Original,BuyMerchStart
line:3e75b5,我们没货啦！,we're all out!,If the player tries to buy a hat again.,Original,BuyMerchStart
line:ff23f2,你已经把最后一顶帽子买走了,you bought the last hat,,Original,BuyMerchStart
line:976599,你们还会补货吗？,are you guys gonna order more?,,Player,BuyMerchStart
line:44a915,那得等下个季度了,not until next season,,Original,BuyMerchStart
line:10e2e7,每个季度的生产都是有限的,each season is a limited run,,Original,BuyMerchStart
line:1154fb,我想能买到最后一顶代表\n我的运气还不错！,i guess i'm lucky i\ngot the last one!,,Player,BuyMerchStart
line:cd0ade,"哈哈，我觉得也是！我觉得也是","haha, i suppose so!",,Original,BuyMerchStart
line:a2c392,我来解释下它们的功用！,let me explain how they work!,The first time a player buys a golden feather.,Original,ExplainGoldenFeather
line:be6485,"当你在空中按下<color=red>{{JumpButton}}</color>时，\n你可以进行一次振翅并\n获得一个二段跳的效果！","if you press <color=red>{{JumpButton}}</color> while\nin midair, you can flap your\nwings for a double jump!",,Original,ExplainGoldenFeather
line:ef3fcb,而这还不是全部！,but that's not all!,,Original,ExplainGoldenFeather
line:c6d6ba,"你可以在正对墙壁的时候<color=red>按下{{JumpButton}}</color>进行攀爬","to climb a wall, push against it and <color=red>hold {{JumpButton}}</color>",,Original,ExplainGoldenFeather
line:4577c7,"你拥有的金羽毛越多，\n你的攀爬和飞行能力\n也会变得越强","the more golden feathers you\nhave, the more you'll be able\nto climb and fly",,Original,ExplainGoldenFeather
line:a6796e,请尽情享受这一切吧！,have fun out there!,,Original,ExplainGoldenFeather
line:bb7420,嘿！,heyo!,This is a dog character who is hiking on the west side of the mountain.,Original,HikingUp
line:2d4461,徒步旅行的感觉怎么样？,how's the hike treating you?,,Original,HikingUp
line:366ec1,"哦，额","oh, uh",,Player,HikingUp
line:591331,挺不错的,it's been nice,,Player,HikingUp
line:a69641,这边的风景挺好的,it's really beautiful here,,Player,HikingUp
line:75795e,我也这么觉得！,i know right!,,Original,HikingUp
line:dcdf46,从高处俯瞰一切的感觉一定会...,the view from the top will be...,,Original,HikingUp
line:e5ee40,非常,SO,,Original,HikingUp
line:e3110d,棒！！,GOOD!!,,Original,HikingUp
line:74b492,你也打算去<color=red>神鹰峰</color>吗！？,you're going to <color=red>Hawk Peak</color> too!?,,Player,HikingUp
line:562b58,"哦，不","oh, no",,Original,HikingUp
line:d97d0c,那对我来说有点刺激过头了,that's too intense for me,,Original,HikingUp
line:f55ea7,...,...,,Player,HikingUp
line:41bad1,我只打算去观景点,i'm just going to Outlook Point,,Original,HikingUp
line:456d6f,你会去那里吗？,will i see ya there?,,Original,HikingUp
line:bef5f5,"没错，我会和你在上面见面的！","yeah, i'll meet you at the top!",Dialogue choice.,Player,HikingUp
line:66d427,"啊，也许吧","uh, maybe",Dialogue choice.,Player,HikingUp
line:88e0af,太好了！,awesome!,If the player agrees.,Original,HikingUp
line:f6e445,一会儿见！,catch ya later!,,Original,HikingUp
line:10254b,"好吧，拜拜！","well, see ya around!",If the player declines.,Original,HikingUp
line:d68d22,我要往塔那边走了,i'm heading back up to the tower,If the dog already reached the top and is heading back up.,Original,HikingUp
line:be5ef3,真得锻炼一下了,i gotta get that exercise in,,Original,HikingUp
line:ae00f9,一会儿见！,see ya around!,,Original,HikingUp
line:4f2346,佳溪狭径很漂亮吧,Good Creek Path is really pretty,If the player talks to the dog before they've reached the top.,Original,HikingUp
line:632631,"很久以前，这小路曾经是能通向\n哈勃德山脊的","a long time ago, it used to\nbranch off to Harbord Ridge",,Original,HikingUp
line:0f34a2,但后来一场暴雨冲垮了曾经的道路，\n所以原本的标牌也被撤下了,but the path was damaged in\na rainstorm and they took\nthe signs down,,Original,HikingUp
line:55a2ef,天气真不错啊！,what a pretty day!,If the player talks to the dog before they've reached the top again.,Original,HikingUp
line:66b8b5,嘿！,heyo!,If the player talks to the dog first while they're heading down.,Original,HikingDown
line:2fd1f2,徒步旅行的感觉怎么样？,how's the hike treating you?,,Original,HikingDown
line:1120be,"哦，额","oh, uh",,Player,HikingDown
line:a23900,挺不错的,it's been nice,,Player,HikingDown
line:4eb4ce,这边的风景挺好的,it's really beautiful here,,Player,HikingDown
line:4235b1,我也这么觉得！,i know right!,,Original,HikingDown
line:45d8a8,从高处俯瞰一切的感觉真的是...,the view from the top was...,,Original,HikingDown
line:0ded11,太,SO,,Original,HikingDown
line:ce0874,棒啦！！,GOOD!!,,Original,HikingDown
line:9c2490,你登顶<color=red>神鹰峰</color>了吗！？,you made it up to <color=red>Hawk Peak</color>!?,,Player,HikingDown
line:e8cea1,"哦，没有","oh, no",,Original,HikingDown
line:39b4ec,那对我来说有点刺激过头了,that's too intense for me,,Original,HikingDown
line:4587d1,...,...,,Player,HikingDown
line:c40345,我只去去了观景点,i've just come from Outlook Point,,Original,HikingDown
line:ebbebf,我打算多来几趟，\n好好锻炼一下,i'm gonna do a few rounds\nto get my exercise in,,Original,HikingDown
line:5b64a7,"不吹牛的说","not to brag, but",,Original,HikingDown
line:8a6f60,我走得还是挺快的,i'm pretty fast,,Original,HikingDown
line:413a40,也许我一会儿会在上面\n见到你！,maybe i'll see you\nup there in a few!,,Original,HikingDown
line:6b2c09,"好的，我会和你在上面见面的！","yeah, i'll meet you at the top!",Dialogue choice.,Player,HikingDown
line:1b843f,"啊，也许吧","uh, maybe",Dialogue choice.,Player,HikingDown
line:cf9a29,太好了！,awesome!,,Original,HikingDown
line:879d6e,一会儿见！,catch ya later!,,Original,HikingDown
line:e3cd9c,"好吧，拜拜！","well, see ya around!",,Original,HikingDown
line:57905d,天呐,man,If the player talks to the dog just after having seen them at the top.,Original,HikingDown
line:665f1b,我真希望自己能住在这里啊,i wished i lived here,,Original,HikingDown
line:cff274,我会每天都在山里漫步的,i would do this hike every single day,,Original,HikingDown
line:35527c,这件事我永远都不会腻,and i'd never get tired of it,,Original,HikingDown
line:cfec4b,你可以找一份在这里的工作！,you could get a job at the park!,,Player,HikingDown
line:fd152d,"我的姑姑就在这里上班，\n她整个夏天都住在这里","my aunt works here, and she\ngets to live here all summer",,Player,HikingDown
line:7f4368,*叹气*,*sigh*,,Original,HikingDown
line:e74b7a,我希望我也能这样,i wish,,Original,HikingDown
line:f5ed00,但我不能就这样\n离开城市,i can't just up and\nleave the city,,Original,HikingDown
line:97619f,"额，你可以的！","well, you could!",Dialogue choice.,Player,HikingDown
line:1fd66e,"对啊，我明白","yeah, i get it",Dialogue choice.,Player,HikingDown
line:762691,"我是说，这肯定不是个轻松的决定","i mean, it wouldn't be easy","If the player says ""you could!""",Player,HikingDown
line:b61c4e,但也许它值得,might be worth it though,,Player,HikingDown
line:d1f04e,"哈，没错...","ha, yeah...",,Original,HikingDown
line:d27b91,也许某天我会吧！,maybe someday!,,Original,HikingDown
line:07768a,"你需要为之放弃很多东西","you'd have to leave behind, like","If the player says ""yeah, i get it.""",Player,HikingDown
line:97475a,你的朋友,your friends,,Player,HikingDown
line:af85ff,你的房子,your apartment,,Player,HikingDown
line:33cdc0,你的工作...,your job...,,Player,HikingDown
line:7764fb,"是啊，太难了","yeah, it would tough",,Original,HikingDown
line:22d165,"好吧，我要继续我的远足了！","well, i gotta get my hike on!",,Original,HikingDown
line:7e0585,一会儿见,catch ya later!,,Original,HikingDown
line:4f2bc3,嘿——,heyyooo,"If the player talks to the dog heading down, after having missed them at the top.",Original,HikingDown
line:b15c74,我刚从上面下来,i was just up at Outlook Point,,Original,HikingDown
line:4c2206,但我没在那里见到你,i didn't see ya there though,,Original,HikingDown
line:eace63,哎呀！,whoops!,,Player,HikingDown
line:62fa4b,不过你一定要去看看,you gotta check it out though,,Original,HikingDown
line:239198,那里的风景真的是太棒了,the view is fantastic.,,Original,HikingDown
line:0de906,我打算再多逛几个来回,i'm planning on making a few rounds,,Original,HikingDown
line:f7fa28,可得好好锻炼一下！,gotta get that exercise in!,,Original,HikingDown
